Subsite_Code,Subsite_Name,Subsite_Type,System,Zone,date_sampled,Sample_No,Measure,Result,Result_Qualifier,Result_Text,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Aluminium,0.31,NULL,0.31,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Arsenic,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Boron,0.01,<,<0.02,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Barium,0.025,NULL,0.025,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Beryllium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Cadmium,0.0001,<,<0.0002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Cobalt,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Chromium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Copper,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Iron,2.2,NULL,2.2,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Mercury,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Manganese,0.078,NULL,0.078,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Molybdenum,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Nickel,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Lead,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Antimony,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Selenium,0.001,NULL,0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Tin,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Strontium,0.077,NULL,0.077,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Titanium,0.012,NULL,0.012,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Thallium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Vanadium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,12/04/2023,8410293,Zinc,0.013,NULL,0.013,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353300,Turbidity,6.2,NULL,6.2,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353301,Electrical Conductivity,250,NULL,250,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353301,pH,7.8,NULL,7.8,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353304,Coliform,2400,NULL,2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353304,E Coli,770,NULL,770,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353301,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410243,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410244,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410244,Nitrate - Nitrogen,0.02,NULL,0.02,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410244,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410243,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8410243,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,27/04/2023,8353302,Site Temp,13,NULL,13,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401501,Turbidity,4.8,NULL,4.8,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401502,Colour,18,NULL,18,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401502,Electrical Conductivity,420,NULL,420,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401502,pH,8,NULL,8,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401504,Coliform,2000,NULL,2000,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401504,E Coli,370,NULL,370,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8401503,Site Temp,12,NULL,12,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474141,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474141,Total Nitrogen,0.7,NULL,0.7,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474141,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474142,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474142,Nitrate - Nitrogen,0.27,NULL,0.27,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,11/05/2023,8474142,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450994,Site Temp,6.2,NULL,6.2,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450995,Coliform,920,NULL,920,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450995,E Coli,49,NULL,49,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450991,Turbidity,7.4,NULL,7.4,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450992,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450992,Electrical Conductivity,240,NULL,240,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8450992,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474154,Total Nitrogen,0.4,NULL,0.4,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474154,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474154,Total Phosphorus,0.15,NULL,0.15,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474155,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474155,Nitrate - Nitrogen,0.18,NULL,0.18,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,25/05/2023,8474155,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496542,Site Temp,13,NULL,13,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496544,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496544,E Coli,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496539,Turbidity,62,NULL,62,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496540,Colour,64,NULL,64,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496540,Electrical Conductivity,85,NULL,85,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8496540,pH,7.1,NULL,7.1,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585706,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585706,Total Nitrogen,2.3,NULL,2.3,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585706,Total Phosphorus,0.23,NULL,0.23,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585707,Nitrite - Nitrogen,0.02,NULL,0.02,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585707,Nitrate - Nitrogen,0.64,NULL,0.64,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,8/06/2023,8585707,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540557,Turbidity,16,NULL,16,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540558,Colour,45,NULL,45,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540558,Electrical Conductivity,210,NULL,210,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540558,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540560,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540560,E Coli,240,NULL,240,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585727,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585728,Nitrite - Nitrogen,0.02,NULL,0.02,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585728,Nitrate - Nitrogen,0.59,NULL,0.59,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585728,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585727,Total Nitrogen,1.4,NULL,1.4,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8585727,Total Phosphorus,0.07,NULL,0.07,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,20/06/2023,8540559,Site Temp,6.3,NULL,6.3,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Silver,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Aluminium,1,NULL,1,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Arsenic,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Boron,0.01,<,<0.02,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Barium,0.021,NULL,0.021,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Beryllium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Cadmium,0.0001,<,<0.0002,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Cobalt,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Chromium,0.003,NULL,0.003,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Copper,0.001,NULL,0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Iron,1.4,NULL,1.4,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Mercury,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Manganese,0.027,NULL,0.027,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Molybdenum,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Nickel,0.003,NULL,0.003,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Lead,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Antimony,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Selenium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Tin,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Strontium,0.068,NULL,0.068,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Titanium,0.056,NULL,0.056,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Thallium,0.0005,<,<0.001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Vanadium,0.003,NULL,0.003,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675533,Zinc,0.014,NULL,0.014,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,MCPA,0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,"2,4-D",0.005,<,<0.01,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,NULL,110,NULL,110,%
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Aldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Total Aldrin Dieldrin,0.00005,<,<0.0001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Chlordane,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,DDT,0.00003,<,<0.00006,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Dieldrin,0.000005,<,<0.00001,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Heptachlor,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Heptachlor epoxide,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Lindane,0.000025,<,<0.00005,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593482,Total DDT,0.00003,NULL,NULL,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675531,Total Nitrogen,1.2,NULL,1.2,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675531,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675532,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675532,Nitrate - Nitrogen,0.76,NULL,0.76,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675532,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593483,Turbidity,14,NULL,14,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593484,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593484,Electrical Conductivity,190,NULL,190,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593484,pH,7.9,NULL,7.9,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593485,Site Temp,7.8,NULL,7.8,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593486,Coliform,920,NULL,920,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8593486,E Coli,66,NULL,66,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/07/2023,8675531,Total Phosphorus,0.07,NULL,0.07,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638587,Turbidity,9.2,NULL,9.2,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638588,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638590,Site Temp,0,NULL,0,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638592,Coliform,580,NULL,580,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638592,E Coli,26,NULL,26,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638588,Electrical Conductivity,160,NULL,160,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8638588,pH,7.6,NULL,7.6,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675572,Total Nitrogen,1.1,NULL,1.1,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675572,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675572,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675573,Nitrite - Nitrogen,0.01,NULL,0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675573,Nitrate - Nitrogen,0.86,NULL,0.86,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,21/07/2023,8675573,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681391,Colour,30,NULL,30,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681392,Site Temp,9.3,NULL,9.3,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806665,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806665,Total Phosphorus,0.025,<,<0.05,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681390,Turbidity,9,NULL,9,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681391,Electrical Conductivity,190,NULL,190,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681391,pH,7.5,NULL,7.5,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681393,Coliform,1600,NULL,1600,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8681393,E Coli,44,NULL,44,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806665,Total Nitrogen,1.1,NULL,1.1,mg/L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806666,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806666,Nitrate - Nitrogen,0.7,NULL,0.7,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,4/08/2023,8806666,Phosphate,0.005,<,<0.01,mg P / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727082,Site Temp,5.5,NULL,5.5,°C
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727080,Turbidity,8.2,NULL,8.2,NTU
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727081,Colour,25,NULL,25,Pt/Co units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727081,Electrical Conductivity,200,NULL,200,uS/cm
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727081,pH,7.9,NULL,7.9,Units
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727083,Coliform,2400,>,>2400,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8727083,E Coli,310,NULL,310,MPN/100mL
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806712,Ammonia - Nitrogen,0.05,<,<0.1,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806713,Nitrite - Nitrogen,0.005,<,<0.01,mg N / L
SITE2,Little Coliban River @ Inlet to Upper Coliban Res,Catchment,Kyneton,Kyneton,18/08/2023,8806713,Nitrate - Nitrogen,0.65,NULL,0.65,mg N / L
